month,town,distance_to_nearest_mrt,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,remaining_lease,latitude,longitude
2012-03,BEDOK,0.4739460348305622,11 TO 15,59.0,Improved,1978,307000.0,,1.32751177120151,103.942220384041
2012-03,BEDOK,0.7287301560999785,01 TO 05,67.0,New Generation,1978,307000.0,,1.33233468349262,103.938051284737
2012-03,BEDOK,0.791178284362173,11 TO 15,60.0,Improved,1986,308000.0,,1.33303698213001,103.924812248346
2012-03,BEDOK,0.3476195791983608,01 TO 05,67.0,New Generation,1981,308000.0,,1.332409040218,103.916788909074
2012-03,BEDOK,0.5145425467401715,01 TO 05,67.0,New Generation,1982,312000.0,,1.33183921459218,103.912364855077
2012-03,BEDOK,0.5265555105425647,01 TO 05,64.0,Simplified,1988,312000.0,,1.33353806122657,103.913536944229
2012-03,BEDOK,0.5025484102301505,06 TO 10,59.0,Improved,1978,315000.0,,1.3282966654865,103.942067527916
2012-03,BEDOK,0.7703493809614206,01 TO 05,68.0,New Generation,1979,315000.0,,1.33426946144275,103.926542284602
2012-03,BEDOK,0.84594478008295,01 TO 05,67.0,New Generation,1978,316000.0,,1.3281683000397,103.938917890645
2012-03,BEDOK,0.5297153713229905,11 TO 15,59.0,Improved,1978,318000.0,,1.33188000305479,103.932389359044
2012-03,BEDOK,0.6308322722039952,06 TO 10,65.0,Improved,1976,320000.0,,1.32062504871279,103.934734222428
2012-03,BEDOK,0.7707878265779107,01 TO 05,79.0,Model A,1982,320000.0,,1.32370195143182,103.91981743872
2012-03,BEDOK,0.47081044768473734,06 TO 10,66.0,Improved,1983,322000.0,,1.32544200357037,103.926207634232
2012-03,BEDOK,0.49979205227279727,11 TO 15,67.0,New Generation,1977,325000.0,,1.33247206352435,103.934860475522
2012-03,BEDOK,0.3954746772880724,01 TO 05,65.0,Improved,1976,325000.0,,1.32248962296588,103.933405282585
2012-03,BEDOK,0.5731157815966692,06 TO 10,67.0,New Generation,1979,328000.0,,1.32842001017396,103.927482674529
2012-03,BEDOK,0.7703493809614206,11 TO 15,68.0,New Generation,1979,328000.0,,1.33426946144275,103.926542284602
